Pair ID	Sentence 1	Sentence 2	FWD Ent	FWD Ent Agr	BCW Ent	BCW Ent Agr	Cont	Cont Agr	FWD Spec	FWD Spec Agr	BCW Spec	BCW Spec Agr	Sim	Sim Agr	PP	PP Agr
734	Machines cannot play strategic games.	Chess and Go are not strategic games.	0	1	0	1	0	1	0	1	1	0.8	0.9	0.54	0	1
736	Clergymen do not care for Bible translations.	Priests know how to read Latin	0	0.9	0	1	0	1	0	0.7	1	0.6	1.3	1.27	0	0.7
738	You should learn how to use modern technology for work.	To find a good job people should utilize modern technologies	0	0.5	1	0.8	0	1	0	0.8	0	0.6	3.4	1.36	1	0.8
740	It is difficult to beat a machine on a strategic game.	It is easy for machines to come up with strategies in games.	1	0.9	1	0.6	0	1	0	0.9	0	0.8	3.1	0.94	1	0.6
742	A digital assistant can be of use in every home	Getting information more quickly makes everyday life easier.	0	0.7	0	0.7	0	0.9	0	0.6	0	0.7	1.8	1.54	0	1
744	Digitalization improves social behavior by better chances for face-to-face communication.	Modern technology gives us more opportunities to avoid antisocial behavior.	0	0.5	0	0.6	0	1	1	0.8	0	1	3.8	0.6	1	0.8
746	Technology has no place in modern education.	Technology is a quite unimportant part of education.	1	0.9	0	0.5	0	0.9	0	0.8	0	0.9	4.2	1.17	1	0.9
748	Computers are built to interact with people.	Human-computer communication is getting better.	0	0.5	1	0.6	0	0.8	0	0.5	0	0.6	3.4	1.11	0	0.6
750	Social behaviour is encouraged by new technologies.	New apps and technologies improve our social skills and help people become better humans.	1	0.7	1	0.8	0	1	0	1	1	1	3.4	1.28	1	0.8
752	Most job applications are written digital.	Employers hire people who can use new technologies.	0	0.8	0	0.8	0	1	0	0.7	0	0.5	2.3	1.55	0	1
754	Machines cannot play strategic games.	Chess and Go are a strategic games.	0	1	0	1	0	1	0	0.9	1	0.8	1.4	1.11	0	1
756	Learning a second language won't get you anywhere in life.	People should strive to learn at least two languages, since it will come with great advantages.	0	0.9	0	1	1	0.9	0	0.9	1	0.8	2	1.61	0	1
758	Asocial behavior is generated solely by psychological issues.	Boys usually have the opportunities to get a good education everywhere.	0	0.9	0	1	0	1	0	0.7	0	0.6	0	0	0	1
760	Alexa and co are getting from bad to worse.	Machines can successfully communicate with humans.	0	1	0	1	0	0.6	0	0.8	0	0.7	0.8	1.08	0	1
762	Machines make no difference when playing a strategic game.	It is difficult to beat a machine on a strategic game.	0	1	0	1	1	0.9	0	0.8	0	0.6	2.4	1.5	0	1
764	Children become better at communicating with peers at school.	Children who go to school are more socialized.	1	0.9	1	0.9	0	1	1	0.8	0	0.9	4.4	0.49	1	0.9
766	Human drinking in general makes the driving dangerous.	Alcohol decreases human car driving abilities.	1	0.8	1	1	0	1	0	0.7	0	0.5	3.8	1.08	1	0.9
768	It is hard for machines to connect and communicate with each other let alone with humans	Computers can interact with humans.	0	1	0	1	1	0.7	1	0.8	0	0.8	1.3	1.19	0	1
770	School is a place where children learn how to become sociable with other individuals.	Growing up, people learn the rules of society from their experiences with others.	1	0.6	0	0.6	0	1	0	0.6	0	0.7	2.1	0.83	0	0.6
772	Face-to-face interaction leads to asocial behaviour.	Modern technology facilitates our life styles.	0	1	0	1	0	1	1	0.6	0	0.9	0.8	1.54	0	1
774	Women are always better educated than men.	In the Western world more and more girls grow up with good education.	0	0.8	0	1	0	1	0	0.8	1	0.7	3	0.89	0	0.8
776	Strategic games are too difficult for computers.	Computers can't beat humans in chess.	0	0.5	0	0.6	0	1	0	0.8	0	0.6	2.6	1.43	0	0.5
778	Ability to use modern technology is a requirement for finding a good job.	It is always a plus to have learned to use modern technologies whatever job you do.	1	0.8	0	0.5	0	0.9	0	0.7	1	0.8	4	0.77	0	0.7
780	When you go to school, you are forbidden to talk to other students and to interact with them.	In big cities, it is important to have a university degree, if you want to advance in your career.	0	1	0	1	0	1	0	0.7	1	0.7	0.1	0.3	0	1
782	Alexa and co are getting better and better in communication.	Computers are able to communicate.	1	1	1	0.6	0	1	1	0.9	0	0.9	2.5	1.57	0	0.8
784	The level of school education depends on gender.	Women have less chances to receive quality secondary education in some parts of the world.	0	0.6	1	0.8	0	1	0	1	1	0.9	2.9	1.22	1	0.6
786	More languages you know ' better it is.	Learning a second language opens new opportunities in life	1	0.7	1	0.9	0	1	0	1	1	0.8	3.7	1.42	1	0.8
788	Technology plays a major part in providing good education	Modern education relies heavily on technology.	1	0.8	1	0.8	0	1	1	0.6	0	1	4.7	0.46	1	1
790	By using apps and modern devices our daily lives have become much easier than ever before.	Technology is important for modern education.	0	0.9	0	0.7	0	1	1	0.9	0	0.9	1.8	1.08	0	0.9
792	More face-to-face social interaction lead to asocial behavior.	The importance of technology in modern education is overrated.	0	1	0	1	0	0.9	0	0.5	0	1	0.1	0.3	0	1
794	Boys get better education than girls.	School education for girls is not well developed in many countries.	0	0.7	1	0.8	0	1	0	1	1	0.9	3.2	1.25	0	0.5
796	Humans are safer drivers than computer-driven cars.	Cars cannot operate by themselves	0	1	0	0.8	0	0.7	1	0.8	0	0.9	1.5	1.28	0	1
798	People from India tend to find no jobs, since they speak multiple languages well.	Good jobs require you to speak more than one language.	0	0.9	0	1	1	0.8	1	0.7	0	0.9	1.5	1.36	0	1
800	The modern assistants make finding data slower.	Today's information flow is greatly facilitated by digital assistants.	0	0.8	0	0.9	1	0.9	0	0.9	1	0.6	1.3	0.78	0	0.9
802	All Christian priests learn Arabic, in order to be able to read the Bible.	The Bible is written in Latin.	0	1	0	1	1	0.6	1	0.8	0	1	0.9	1.14	0	1
804	Self-driving cars are dangerous.	Self driving cars do not drink.	0	1	0	1	0	0.8	0	0.9	0	0.8	2	1.41	0	1
806	Technology is not useful at all.	Technology is essential to modern education.	0	1	0	1	1	0.9	0	1	1	0.8	1	0.77	0	1
808	You will do better at your job search, if you learn a second language.	Good jobs require you to speak more than one language.	0	0.8	1	1	0	1	1	0.7	0	0.8	3.2	1.33	0	0.5
810	Self-driving cars are not safe.	Self-driving cars are dangerous.	1	1	1	1	0	1	0	1	0	0.6	5	0	1	1
812	Studying a second language greatly improves employability.	Someone who speaks only one language may also find a good job.	0	0.7	0	1	0	0.7	0	0.7	1	0.6	1.8	1.4	0	0.8
814	No one benefits from learning a second language in life.	It is not necessary to learn more than one language in life	1	0.6	0	0.7	0	0.9	0	0.6	0	0.9	3.7	1.27	1	0.9
816	New technologies have a negative influence on social behavior.	Technology is dangerous is misused.	0	0.7	0	0.7	0	1	1	1	0	0.9	2.1	1.04	0	0.7
818	Happy people only speak one language.	You will receive no benefit if you learn a second language.	0	0.9	0	0.7	0	0.9	0	0.8	0	0.5	2.9	1.45	0	0.7
820	I can get information from google faster than asking Cortana by itself.	Modern assistants make access to information slower.	0	0.7	0	0.5	0	1	1	0.8	0	1	3.1	1.37	1	0.8
822	New technologies help us socialize with others.	New technology makes people more social	1	0.9	1	0.9	0	1	0	0.5	0	1	4.8	0.6	1	1
824	Strategy games are less about fun and more about logic.	Strategic games are one example of what machines are good at	0	0.7	0	1	0	1	1	0.7	1	0.6	1.3	1	0	0.8
826	Tech-savvy people have an edge over luddites in the current work environment.	Bad jobs do not require computer skills.	0	1	0	0.8	0	0.9	1	0.9	0	1	1.6	1.2	0	0.7
828	Small cities do not exist.	In big cities, good jobs tend to be given to people with high educational degrees.	0	1	0	1	0	0.8	0	1	1	0.7	0.4	0.49	0	1
830	Drinking does not influence driver safety.	Self-driving cars can be compared to humans.	0	1	0	1	0	0.9	0	0.8	0	0.5	0.6	0.92	0	1
832	Speaking more than one language can be useful.	Languages are beneficial in life.	1	0.9	1	1	0	1	1	0.8	0	0.8	4.4	0.66	1	1
834	People and machine can talk to each other.	Communication is not human-specific.	1	0.9	1	0.7	0	1	1	1	0	1	2.7	1.42	1	0.7
836	Jobs in big cities request statistically higher degrees than in rural cities.	With a high educational degree you can work in big cities.	0	0.5	1	0.6	0	1	1	0.7	0	0.9	3.9	0.94	1	0.7
838	You can't find a good job, if you can't use modern technologies.	All good jobs require the use of modern technologies.	1	0.8	1	0.7	0	0.9	0	0.7	0	0.8	4.5	0.5	1	1
840	The bible is in Hebrew.	Bible is not in Latin.	1	0.9	0	0.8	0	1	1	0.7	0	1	2.7	1.35	0	0.9
842	Children interact with each other during the school day.	Children become better at communicating with peers at school.	1	0.6	1	0.8	0	1	0	1	1	0.6	3.1	1.3	1	0.8
844	Modern education relies heavily on technology.	Technology may be the most important part of education today.	1	0.7	1	0.6	0	1	0	0.7	1	0.7	3.5	1.57	1	1
846	Children benefit from hanging around each other	In many countries, boys are less likely to get a good school education.	0	1	0	1	0	1	0	0.8	1	0.7	0.1	0.3	0	1
848	The importance of girls' education varies from country to country	The level of school education depends on gender.	0	0.6	0	0.6	0	1	1	0.7	0	1	2	1.1	0	0.7
850	Digitalization of the teaching and learning today is of great impact.	Modern education is based on technology	0	0.5	1	0.6	0	1	1	0.7	0	0.9	2.8	1.17	1	0.7
852	You can be socialized without interacting with other people.	Kids who do not go to school risk not to develop social skills.	0	0.9	0	0.9	0	0.6	0	0.9	1	0.6	1.2	0.87	0	1
854	Drunk driving is safe.	Humans who drink are the safest ones.	0	0.6	0	0.6	0	1	0	0.8	0	0.5	3.7	1.27	0	0.5
856	People who can't use modern technologies are less desirable employees.	Good jobs are given to people able to use modern technologies.	1	0.9	1	0.7	0	1	0	0.5	0	0.9	3.5	1.63	1	0.8
858	The higher educational degree a job seeker has, the better the job he or she can obtain	Latin can't be learned.	0	1	0	1	0	1	1	0.6	0	0.8	0.1	0.3	0	1
860	Educating girls is not a priority in many places around the world.	Good school training is rarely available to women in many parts of the world.	1	0.6	1	0.8	0	1	0	0.8	1	0.6	2.5	1.5	1	0.8
862	Good school training is rarely available to women in many parts of the world.	In many parts of the world girls are not educated properly.	1	1	1	0.6	0	1	1	0.8	0	1	4.4	0.66	1	0.9
864	Employers refuse to give any good jobs to multilinguals.	Someone who speaks more than one language can find a good job easier than someone who speaks only one language.	0	1	0	0.9	1	1	0	1	0	0.5	1.2	1.33	0	1
866	There is more communication through technology.	Face-to-face interaction leads to asocial behaviour.	0	0.9	0	0.8	0	1	0	0.8	1	0.7	1.1	1.3	0	1
868	Modern technology increase the face-to-face social interaction.	Digitalization improves social behavior by better chances for face-to-face communication.	1	0.8	1	0.9	0	0.9	0	0.9	1	1	4.2	0.6	1	1
870	No need for higher education to get a good job	Those with a high educational degree have fewer challenges in finding a good job in big cities.	0	0.9	0	0.9	1	0.7	0	1	1	0.8	1.9	1.64	0	0.9
872	Reading newspapers is important to find a new good job	There are lots of good jobs available that don't use modern technologies.	0	0.9	0	1	0	1	0	0.5	1	0.6	1.4	1.28	0	0.6
874	Learning languages is useless.	Life can be greatly improved by speaking foreign languages.	0	1	0	0.9	1	1	0	1	1	0.7	0.9	1.14	0	1
876	People can connect easily with the help of machines	Brian, the computer, is an excellent conversationalist.	0	0.9	0	0.8	0	1	0	0.8	1	0.7	1	1.1	0	1
878	Modern education is identical to ancient education.	Nobody gets educated in technological state-of-the-art and technological advancements nowadays.	0	0.9	0	1	0	1	0	0.8	1	0.8	1	0.89	0	0.9
880	New technologies make people more miserable.	People using new technologies interact less face-to-face.	0	0.9	0	0.8	0	1	0	0.7	0	0.5	2.6	1.11	0	0.8
882	Cortana, Alexa and Siri can get and spread all information they want to.	Our everyday life is hard because of lacking information.	0	1	0	0.9	0	1	1	0.7	0	1	1.1	0.83	0	1
884	Machines have trouble communicating with humans.	People and machines don't communicate.	0	0.8	1	0.7	0	0.7	0	0.7	0	0.8	3.4	1.69	1	0.7
886	Latin hasn't ever been necessary to read the Bible.	Children are good at communicating with each other without going to school.	0	1	0	1	0	1	0	0.8	0	0.6	0.3	0.9	0	1
888	There are no advantages of two spoken languages.	Speaking more than one language is imperative today.	0	0.9	0	1	1	0.9	0	0.9	0	0.7	1.6	1.2	0	1
890	There are places where girls don't get as good education as boys do.	There are countries where men are more likely to receive good education than women.	1	0.8	1	1	0	0.9	0	1	0	0.7	4.1	1.45	1	1
892	Some priests read the bible in Latin	The bible is written in Latin.	0	0.6	0	0.5	0	1	0	0.7	0	0.5	2.5	1.2	0	0.7
894	Not having a smartphone with a personal assistant will waste hours upon hours of human lives on information gathering.	There is no socializing at school.	0	1	0	1	0	1	1	0.7	0	0.9	0.1	0.3	0	1
896	Not having a smartphone with a personal assistant will waste hours upon hours of human lives on information gathering.	Modern assistances provide fast access to information therefore providing an easier life	0	0.5	0	0.5	0	1	1	0.7	0	0.9	3	1.55	1	0.7
898	Gender inequality for having a good school education is a problem that can be seen in many countries	A girl's school education depends on the country she grows up in.	1	0.6	1	0.7	0	1	1	0.7	0	1	3.1	1.04	1	0.8
900	Today, girls have better access to education than ever before.	Compared to boys, girls have a lower chance of getting a good school education in many countries.	0	1	0	1	0	0.7	0	1	1	0.6	1.3	1.42	0	1
902	Human-driven cars are less safe than self-driving cars.	Alcohol is the main cause of traffic accidents.	0	1	0	0.7	0	1	0	0.7	1	0.7	2.1	1.45	0	0.9
904	Kids who go to school get more social by interacting with their colleagues	Children interact with each other during the school day.	1	1	1	0.6	0	1	0	0.5	0	1	4	1	1	1
906	Machines are good at devising strategies.	Chess and Go are a strategic games.	0	1	0	0.9	0	1	0	1	1	0.6	0.4	0.66	0	1
908	Technological progress might backfire in some undesired behaviors.	Use of new technologies leads to less face-to-face social interactions.	0	0.7	0	0.5	0	1	0	1	1	0.7	2.4	1.2	0	0.8
910	People cannot speak to machines.	Only people can communicate with people.	0	0.7	1	0.7	0	1	0	0.9	0	0.7	3	1.55	0	0.6
912	You don't need the knowledge and skills of technologies in order to get high quality jobs.	Knowledge of modern technology lower one's chances of finding a good job.	0	0.8	0	0.6	0	0.8	0	0.8	0	0.7	3.2	1.4	0	0.9
914	Girls are better in school.	There is no country where boys get better education than girls.	0	1	0	1	0	0.9	0	0.9	1	0.7	2.2	1.4	0	0.7
916	Languages are important for work.	Studying a second language greatly improves employability.	1	0.8	0	0.5	0	1	0	1	1	0.9	3.7	0.78	1	1
918	In the past, people talked more to each other and were nicer to each other.	Lack of face to face social interactions may cause asocial behavior.	0	0.7	0	0.9	0	0.9	1	0.6	0	0.6	1.9	1.51	0	0.5
920	Communications happens between people and machines.	People and machine can talk to each other.	1	0.9	1	0.7	0	1	0	0.7	0	0.8	5	0	1	1
922	In bigger cities it is harder to find a job.	Good education helps to get a good job.	0	1	0	1	0	1	0	0.8	0	0.8	1.5	0.67	0	0.9
924	People's job prospects depend on their gender and race.	Good connections and a large portion of luck are extremely important for getting a well-paid job.	0	1	0	1	0	0.8	0	0.9	1	0.7	1.1	1.45	0	1
926	More than two languages are required for this job.	To find a good job, it is beneficial to speak a second language.	1	0.6	0	0.9	0	1	1	0.6	1	1	3.3	0.9	1	0.7
928	Asocial behavior is increased due to increased use of computer assisted communication.	In the past, people talked more to each other and were nicer to each other.	0	0.7	0	0.6	0	1	1	0.7	0	0.7	1.5	1.57	0	0.9
930	Antisocial behavior has never been linked to technology.	New technologies lead to less communication and human interactions.	0	0.9	0	0.9	1	0.8	0	0.6	1	0.8	1.8	1.4	0	0.7
932	If you want to help your child socialize better, insist that he starts going to school early on.	Social behavior is learned at school.	1	0.7	1	0.9	0	1	1	0.9	0	1	3	1.18	0	0.6
934	Cortana, Alexa and Siri are famous and known by everybody, because they are names of famous people.	Modern assistants such as Cortana, Alexa, or Siri speed up accessing to information.	0	0.9	0	1	0	1	0	0.9	0	0.7	1.6	1.36	0	1
936	Technology is not important.	Modern education is identical to ancient education.	0	1	0	0.8	0	1	0	1	1	0.8	0.6	1.2	0	0.9
938	It is necessary to use computers to find a job.	You should learn how to use modern technology for work.	1	0.8	0	0.6	0	0.9	0	0.7	0	0.6	3	1.1	1	0.6
940	Technology is a very important element of educational programs today.	Education without technology is old-fashioned	1	0.6	1	0.8	0	1	0	0.5	0	0.8	2.8	1.66	1	0.8
942	The bible is written in Latin.	Male Christian clerics have to learn Latin in order to understand the Bible.	1	0.8	1	0.8	0	1	0	1	1	0.9	3	1.34	0	0.5
944	Work prospects in urban areas increase with higher education.	It is harder to find a good job in big cities.	0	0.7	0	0.9	0	0.7	1	0.6	0	1	1.1	0.83	0	0.9
946	You have to speak 4 languages to get a good job.	A second language doesn't help you to find a job.	0	0.9	0	1	1	0.6	1	0.8	0	1	1	0.63	0	1
948	The advantages of two spoken languages are great.	Second language has long lasting developmental benefits.	0	0.5	1	0.9	0	1	0	0.9	1	0.7	4	1.26	1	0.8
950	More and more positions require at least two spoken languages.	Multilingualism can facilitate finding a good job	1	0.9	1	0.8	0	1	1	0.7	0	0.8	3.9	0.83	1	0.9
952	Self-driving cars drink.	Human drivers are less reliable than self-driving cars.	0	1	0	1	0	0.9	0	0.9	1	0.7	1.3	1	0	1
954	Machines communicate with people.	Computers can interact with humans.	1	0.8	1	0.9	0	1	0	0.9	0	0.6	4.7	0.64	1	0.9
956	Kids never meet other children at school.	School is a place of violence and bullying.	0	1	0	1	0	0.7	0	1	0	0.5	1.1	0.94	0	1
958	Good education is not easily accessible for girls everywhere in the world.	Boys are lucky to get good education.	0	1	0	0.7	0	1	1	0.9	0	0.9	2.1	1.45	0	0.8
960	Technology is irrelevant to modern education.	Technology is important.	0	0.9	0	1	0	0.6	0	0.5	0	1	1.2	1.33	0	1
962	In modern education, technology is something with is strictly excluded from schools' curricula.	Education nowadays relays on modern technology.	0	0.8	0	1	1	1	1	0.9	0	0.9	0.8	0.75	0	1
964	Christian clergymen read the bible in English	Clergymen learn a dead language to read the bible.	0	0.9	0	0.9	1	0.7	1	0.6	0	0.7	1.6	1.2	0	1
966	Children deal with other people almost everyday at school.	Going to school provide kids with constant interactions with others and therefore, it helps socializing kids.	0	0.5	0	0.5	0	1	0	1	1	1	3.6	1.43	1	1
968	The most important part in modern education is discipline.	Technology is not important.	0	1	0	1	0	1	1	0.7	0	1	0.8	1.25	0	1
970	Multilingual people have less chances to find a good job than monolingual ones	A lack of success in looking for a job can be attributed, in part, to speaking just single language.	0	0.7	0	0.9	1	0.9	0	0.9	1	0.6	1.5	1.12	0	0.8
972	Technology is very often part of today's education.	Nowadays, children use digital educational programs or apps for learning.	0	0.5	1	0.9	0	1	0	1	1	1	3.7	1.19	1	0.8
974	People and machines don't communicate.	Machines and people cannot communicate.	0	0.5	1	1	0	1	0	1	0	1	4.9	0.3	1	1
976	Digital literacy is imperative for getting better job opportunities.	It is necessary to use computers to find a job.	1	0.6	1	0.9	0	0.9	1	0.9	0	0.8	3.4	1.56	1	0.7
978	A high educational degree doesn't find you a good job.	Finding good and well-paid jobs requires higher educations.	0	1	0	1	1	0.8	0	0.8	1	0.6	2.6	1.5	0	0.9
980	There are things that help you to find a good job.	Polyglots can find good jobs.	0	0.8	0	0.5	0	1	0	0.6	1	0.6	2	0.89	0	0.8
982	Most Christian clerics are unaware that they do not need to learn Latin in order to study the bible.	Translating the bible is impossible, as failed attempts to translate it into Latin show.	0	0.8	0	1	0	0.6	1	0.6	0	0.6	1.1	0.94	0	1
984	Chess and go are city-building games.	Computers cannot play chess and Go.	0	0.9	0	1	0	1	0	0.5	0	0.6	1.9	1.76	0	1
986	Going to school does not provide constant interaction with others.	You can be socialized without interacting with other people.	0	1	0	0.9	0	1	0	0.5	0	0.8	1.7	0.64	0	0.9
988	Girls get a good school education everywhere.	A girl's school education depends on the country she grows up in.	0	1	0	1	1	1	0	1	1	0.8	2.1	0.94	0	1
990	With Cortana, Alexa or Siri computers learn to communicate with.	An example of what machines can facilitate is communicating people together	0	0.9	0	0.8	0	1	1	0.6	0	0.8	1.9	1.04	0	0.8
992	Humans will drive safe if they drink.	Humans are the best drivers.	0	1	0	1	0	0.9	0	0.5	0	0.9	1.7	1	0	1
994	If you know more languages, you have troubles finding good jobs.	A second language is important in a resume.	0	1	0	1	1	1	0	0.6	0	0.5	1.2	0.87	0	0.9
996	Modern assistants like Alexa or Siri make information faster to access.	Retrieving information today is much easier if personalized digital assistants are used.	1	0.9	1	0.9	0	1	1	0.8	0	0.6	3.2	1.6	1	1
998	Face-to-face social interaction has no impact on asocial behavior.	Digitalization leads to less personal interactions.	0	1	0	0.9	0	0.8	1	0.6	0	0.8	1.8	1.4	0	1
1000	Girls have exactly the same schooling opportunities as boys everywhere in the world.	The importance of technology in modern education is overrated.	0	1	0	1	0	1	1	0.7	0	0.9	0.1	0.3	0	1
1002	Good jobs may require more than one language.	You should learn another language if you are seeking a well-paying job.	1	0.7	1	1	0	1	0	1	1	0.7	4.3	1.19	1	1
1004	Having a high educational degree is influential in finding a good job in a big city.	University students are likely to have a good salary after they graduate.	0	0.6	0	0.6	0	1	0	0.6	0	0.7	3.5	0.81	0	0.8
1006	Virtual assistants are used more often in daily life matters than real assistants.	Everyday life is easier if you have quicker access to information.	0	0.7	0	0.8	0	1	1	0.8	0	1	2	1.18	0	1
1008	School inhibits socialization.	Better jobs could be found if having a university diploma.	0	1	0	0.9	0	1	0	1	1	0.9	0.2	0.6	0	1
1010	People benefit from leaning more languages.	Speaking more than one language is imperative today.	1	0.7	1	1	0	1	0	0.7	1	0.6	3.7	1.1	1	0.8
1012	Only educational institutions can teach children social rules and norms.	Attending school has a negative impact on our social skills.	0	0.9	0	1	1	0.7	1	0.6	0	0.9	1.3	1	0	1
1014	Latin is studied by Christian clergy.	If you know Latin, you can read the bible.	0	0.7	0	0.7	0	0.9	1	0.6	0	0.8	2.3	1.19	0	0.7
1016	Self-driving cars can be compared to humans.	Self-driving cars are safe, humans aren't	0	0.9	1	0.6	0	0.5	0	1	0	0.6	1.9	1.51	0	1
1018	School inhibits socialization.	Constant interactions with others socializes the kids.	0	0.6	0	1	1	0.7	0	0.9	1	0.7	1.2	0.75	0	0.7
1020	People's job prospects and their chances of getting a well-paid and interesting job in big cities depend on their educational achievements.	Those with a high educational degree have fewer challenges in finding a good job in big cities.	1	0.8	1	0.8	0	0.8	1	0.7	0	1	3.7	1.19	1	0.9
1022	Kids throughout the world are given equal opportunities to get an education	There are places where girls don't get as good education as boys do.	0	1	0	1	1	1	0	0.7	0	0.6	1.8	1.4	0	0.9
1024	Polyglots can find good jobs.	You will do better at your job search, if you learn a second language.	0	0.5	0	0.5	0	1	0	0.6	1	0.7	3.6	1.28	1	0.8
1026	Computers talk to people in a weird way.	Cortana does not understand simple tasks.	0	1	0	0.9	0	1	0	1	0	0.5	0.6	0.8	0	1
1028	If you want to understand the Bible properly, you need to learn Latin.	Christian clergymen learn Latin.	0	0.5	0	0.9	0	1	0	0.5	0	0.9	2.4	1.11	0	0.6
1030	Social behaviour is encouraged by new technologies.	Constant interaction with others has nothing to do with socializing kids.	0	1	0	1	0	0.9	0	0.8	0	0.5	1.7	1.49	0	1
1032	With the advancement of technology, people are able to find information more easily.	Obtaining information easily is appreciated today	1	0.7	1	0.6	0	0.9	1	1	0	1	2.5	1.75	1	0.6
1034	Without human interaction an asocial behavior is formed, usage of new technologies is one leading example to such behavior	Asocial behavior develops with the use of technologies.	1	0.7	0	0.5	0	1	1	1	0	0.9	4.1	1.04	1	1
1036	Schools do not involve any interaction.	Home schooled children are missing out on a vital part of their development.	0	1	0	1	0	0.6	0	0.9	1	0.9	1.1	0.83	0	0.9
1038	Retrieving information today is much easier if personalized digital assistants are used.	Alexa and Cortana are means of fast access to information.	1	0.7	1	0.8	0	1	1	0.6	1	0.6	3.1	1.14	1	0.7
1040	The Bible is written in Latin.	One of the languages Christian priests often understand is Latin.	0	0.6	0	0.9	0	1	0	0.7	0	0.7	1.9	1.14	0	0.8
1042	The educational degrees from girls are much lower than from boys.	Men are more likely to have enjoyed a good education, in many countries.	1	0.7	0	0.7	0	1	0	0.9	0	0.6	3.3	0.64	1	0.6
1044	Technology is not useful at all.	Children who are homeschooled are not socialized.	0	1	0	1	0	1	0	1	1	0.8	0.6	1.28	0	1
1046	It is easy for children to become friends with their classmates.	Children socialize at school.	1	0.6	0	0.7	0	1	1	0.9	0	0.8	3	1.18	0	0.5
